Column1,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,AgeGroup,,,,,,,,,
392,18,YouTube Music,6,Yes,No,No,EDM,Yes,Yes,91,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Very frequently,5,5,7,0,1,18-24 years,,,,,,,,,
395,22,Spotify,4,Yes,Yes,No,Lofi,Yes,No,141,Rarely,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,9,10,6,7,1,18-24 years,,,,,,,,,
397,20,YouTube Music,8,Yes,No,No,Rock,Yes,Yes,148,Never,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Sometimes,6,2,2,1,1,18-24 years,,,,,,,,,
400,18,Spotify,3,Yes,Yes,No,Pop,Yes,Yes,120,Sometimes,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7,8,6,2,1,18-24 years,,,,,,,,,
402,18,I do not use a streaming service.,1,Yes,No,Yes,Video game music,No,No,116,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Sometimes,Very frequently,4,5,7,0,0,18-24 years,,,,,,,,,
403,19,Spotify,5,Yes,No,No,Hip hop,No,Yes,99,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,10,7,0,0,1,18-24 years,,,,,,,,,
407,20,Spotify,3,No,Yes,Yes,Hip hop,Yes,Yes,80,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,10,7,4,3,1,18-24 years,,,,,,,,,
409,19,I do not use a streaming service.,7,Yes,No,No,Rock,No,No,128,Sometimes,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Sometimes,7,7,0,0,1,18-24 years,,,,,,,,,
411,24,Spotify,2,Yes,No,No,Metal,Yes,No,159,Never,Rarely,Very frequently,Sometimes,Very frequently,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,Sometimes,Rarely,7,6,2,7,1,18-24 years,,,,,,,,,
412,18,Apple Music,2,Yes,No,No,Pop,Yes,Yes,104,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,6,5,8,0,1,18-24 years,,,,,,,,,
413,21,Spotify,2,Yes,No,No,Rock,Yes,Yes,97,Sometimes,Never,Never,Sometimes,Never,Rarely,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10,10,2,3,1,18-24 years,,,,,,,,,
414,19,Spotify,2,Yes,No,No,K pop,Yes,Yes,80,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Very frequently,Never,Sometimes,Never,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,7,6,5,1,1,18-24 years,,,,,,,,,
421,24,YouTube Music,1,Yes,No,No,Folk,No,Yes,103,Sometimes,Never,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,10,10,7,8,1,18-24 years,,,,,,,,,
422,19,Spotify,8,Yes,No,No,Pop,Yes,Yes,99,Rarely,Sometimes,Sometimes,Very frequently,Never,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,7,2,1,6,1,18-24 years,,,,,,,,,
424,20,Spotify,1,No,No,No,EDM,Yes,No,102,Rarely,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Never,Never,Never,Never,5,9,6,1,1,18-24 years,,,,,,,,,
425,19,I do not use a streaming service.,1,Yes,Yes,No,Video game music,No,No,127,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,7,5,7,0,1,18-24 years,,,,,,,,,
426,20,Spotify,8,Yes,No,No,Jazz,Yes,Yes,93,Rarely,Sometimes,Rarely,Very frequently,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Rarely,7,6,7,4,1,18-24 years,,,,,,,,,
429,18,I do not use a streaming service.,4,Yes,Yes,No,EDM,No,Yes,150,Very frequently,Never,Very frequently,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Rarely,Sometimes,8,7,10,6,1,18-24 years,,,,,,,,,
433,20,YouTube Music,1,Yes,No,No,Pop,No,Yes,120,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,8,6,9,8,1,18-24 years,,,,,,,,,
436,22,Apple Music,7,Yes,No,No,Pop,Yes,Yes,112,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,8,8,10,0,1,18-24 years,,,,,,,,,
438,19,Spotify,3,Yes,No,No,Rock,No,No,121,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,10,8,6,2,0,18-24 years,,,,,,,,,
440,24,Spotify,6,Yes,Yes,Yes,Rock,Yes,Yes,118,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,8,8,10,0,1,18-24 years,,,,,,,,,
441,18,Other streaming service,3,Yes,Yes,Yes,Metal,Yes,No,135,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,7,8,4,10,1,18-24 years,,,,,,,,,
444,18,Spotify,2,No,No,No,Rap,Yes,Yes,136,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,6,3,4,2,1,18-24 years,,,,,,,,,
445,18,Spotify,1,Yes,Yes,Yes,Rock,Yes,No,165,Sometimes,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,5,6,8,2,1,18-24 years,,,,,,,,,
446,18,Spotify,3,Yes,No,No,K pop,Yes,Yes,130,Sometimes,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Rarely,8,4,7,5,1,18-24 years,,,,,,,,,
447,18,Spotify,2,No,Yes,No,Rock,Yes,No,115,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,8,3,1,3,1,18-24 years,,,,,,,,,
450,18,YouTube Music,3,Yes,No,No,Pop,No,No,150,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,5,4,2,0,0,18-24 years,,,,,,,,,
451,18,Spotify,2,Yes,No,No,R&B,Yes,No,97,Never,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,2,4,0,0,1,18-24 years,,,,,,,,,
452,19,Spotify,3,Yes,No,No,Rock,Yes,Yes,122,Sometimes,Rarely,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Never,4,0,7,0,0,18-24 years,,,,,,,,,
455,18,Spotify,2,Yes,No,No,R&B,No,No,96,Sometimes,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,3,3,0,3,1,18-24 years,,,,,,,,,
456,24,Spotify,7,Yes,No,No,Folk,Yes,Yes,137,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,10,10,8,10,1,18-24 years,,,,,,,,,
458,18,Spotify,3,No,Yes,Yes,Metal,Yes,No,210,Never,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,9,6,8,5,1,18-24 years,,,,,,,,,
459,18,Spotify,4,Yes,No,No,R&B,Yes,Yes,129,Rarely,Rarely,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,6,4,1,6,1,18-24 years,,,,,,,,,
463,21,Spotify,1,No,No,No,R&B,Yes,Yes,81,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Never,Never,Never,Very frequently,Very frequently,Sometimes,Never,Never,3,0,0,0,1,18-24 years,,,,,,,,,
466,18,Spotify,4,Yes,Yes,No,R&B,Yes,Yes,169,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,3,0,3,4,1,18-24 years,,,,,,,,,
467,22,Spotify,5,Yes,No,No,EDM,Yes,Yes,138,Never,Never,Very frequently,Never,Never,Very frequently,Never,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,1,0,0,1,0,18-24 years,,,,,,,,,
468,19,Other streaming service,6,Yes,No,No,Pop,No,No,124,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6,6,0,0,1,18-24 years,,,,,,,,,
476,18,Apple Music,1,No,Yes,No,Rap,Yes,Yes,116,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Never,Sometimes,2,0,3,0,1,18-24 years,,,,,,,,,
477,23,I do not use a streaming service.,10,Yes,Yes,Yes,Metal,No,Yes,165,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Never,0,0,0,0,0,18-24 years,,,,,,,,,
478,18,Spotify,10,Yes,Yes,Yes,Rock,Yes,No,110,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Never,10,10,6,6,1,18-24 years,,,,,,,,,
480,24,Spotify,10,Yes,No,No,Rock,Yes,Yes,180,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Very frequently,Sometimes,7,9,10,0,1,18-24 years,,,,,,,,,
481,23,Spotify,2,Yes,Yes,No,Classical,Yes,Yes,171,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Never,8,7,6,2,1,18-24 years,,,,,,,,,
484,18,Spotify,8,Yes,Yes,Yes,Gospel,Yes,Yes,56,Rarely,Never,Rarely,Never,Very frequently,Sometimes,Sometimes,Never,Sometimes,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Sometimes,3,0,2,2,1,18-24 years,,,,,,,,,
485,21,Spotify,8,Yes,No,No,Lofi,Yes,Yes,162,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,6,5,9,8,1,18-24 years,,,,,,,,,
487,22,YouTube Music,8,Yes,Yes,No,Metal,Yes,No,110,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,10,7,8,6,1,18-24 years,,,,,,,,,
488,18,Spotify,6,Yes,No,No,EDM,Yes,Yes,90,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Rarely,Sometimes,0,2,1,5,1,18-24 years,,,,,,,,,
489,18,Spotify,4,Yes,Yes,No,R&B,No,Yes,135,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Very frequently,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Rarely,2,0,0,0,0,18-24 years,,,,,,,,,
490,24,Spotify,8,Yes,No,No,Jazz,Yes,No,81,Very frequently,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Very frequently,Rarely,2,2,4,0,0,18-24 years,,,,,,,,,
491,21,Spotify,2,No,No,No,Pop,No,No,170,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,5,6,3,4,0,18-24 years,,,,,,,,,
493,18,Spotify,2,Yes,Yes,No,Hip hop,Yes,No,90,Never,Never,Never,Never,Sometimes,Very frequently,Never,Never,Never,Sometimes,Never,Sometimes,Very frequently,Very frequently,Never,Never,5,4,3,7,1,18-24 years,,,,,,,,,
496,20,Spotify,1,Yes,No,No,Pop,Yes,No,121,Rarely,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Never,3,2,3,0,1,18-24 years,,,,,,,,,
497,21,Apple Music,1,Yes,No,No,Rock,No,No,105,Sometimes,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,5,1,1,9,1,18-24 years,,,,,,,,,
500,20,Spotify,2,Yes,No,No,Rock,Yes,Yes,148,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,7,9,7,0,1,18-24 years,,,,,,,,,
502,24,YouTube Music,1,No,No,No,Jazz,Yes,Yes,122,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,3,2,1,0,0,18-24 years,,,,,,,,,
508,19,Spotify,3,Yes,No,No,Rap,No,Yes,115,Never,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Sometimes,7,5,3,3,1,18-24 years,,,,,,,,,
509,21,YouTube Music,4,Yes,No,No,Rock,Yes,Yes,137,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Never,Never,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Rarely,4,8,2,3,1,18-24 years,,,,,,,,,
510,21,I do not use a streaming service.,1,Yes,Yes,No,Classical,No,No,92,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,3,0,0,5,1,18-24 years,,,,,,,,,
512,20,Spotify,1,No,No,No,Rock,Yes,Yes,130,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Very frequently,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Very frequently,Never,10,4,8,0,1,18-24 years,,,,,,,,,
513,22,Spotify,6,Yes,No,No,Folk,Yes,No,63,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,8,7,7,3,1,18-24 years,,,,,,,,,
514,22,Spotify,2,No,No,No,Rock,No,No,119,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Never,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,10,5,2,8,1,18-24 years,,,,,,,,,
515,20,YouTube Music,4,Yes,Yes,No,Metal,Yes,No,180,Rarely,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Very frequently,Sometimes,5,2,1,6,1,18-24 years,,,,,,,,,
521,23,Spotify,6,Yes,No,No,Folk,Yes,Yes,92,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,3,7,7,4,0,18-24 years,,,,,,,,,
527,21,YouTube Music,2,Yes,No,No,Pop,Yes,No,121,Sometimes,Never,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,5,4,10,7,0,18-24 years,,,,,,,,,
529,18,Spotify,6,Yes,No,No,Folk,Yes,Yes,80,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8,6,0,2,1,18-24 years,,,,,,,,,
533,19,Spotify,4,No,No,No,Pop,No,Yes,120,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,9,6,3,0,0,18-24 years,,,,,,,,,
534,22,Spotify,4,Yes,No,No,Rock,Yes,No,93,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Very frequently,10,7,4,4,1,18-24 years,,,,,,,,,
535,21,I do not use a streaming service.,0.5,No,No,No,Pop,No,No,108,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,10,2,1,10,-1,18-24 years,,,,,,,,,
537,23,YouTube Music,3,Yes,No,No,R&B,Yes,Yes,93,Very frequently,Never,Never,Very frequently,Never,Very frequently,Very frequently,Never,Rarely,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,3,10,0,0,0,18-24 years,,,,,,,,,
539,19,Spotify,3,Yes,No,No,R&B,No,No,130,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,4,2,5,3,1,18-24 years,,,,,,,,,
541,18,YouTube Music,4,No,No,No,Folk,Yes,Yes,123,Sometimes,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,8,6,4,0,1,18-24 years,,,,,,,,,
542,20,Other streaming service,2,Yes,Yes,Yes,Rock,Yes,No,135,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Never,Never,Very frequently,Sometimes,2,2,0,0,0,18-24 years,,,,,,,,,
544,24,Spotify,2,Yes,No,No,Pop,Yes,Yes,115,Never,Never,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Sometimes,Rarely,Rarely,6,6,3,6,1,18-24 years,,,,,,,,,
545,20,Spotify,1,Yes,No,No,K pop,Yes,Yes,120,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Never,8,7,1,1,0,18-24 years,,,,,,,,,
549,21,Spotify,1.5,Yes,Yes,No,Classical,Yes,Yes,110,Very frequently,Rarely,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Never,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,4,6,0,0,0,18-24 years,,,,,,,,,
551,21,Spotify,3,No,No,No,Rap,Yes,Yes,145,Sometimes,Never,Never,Rarely,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,9,7,7,5,1,18-24 years,,,,,,,,,
553,18,Spotify,4,No,No,No,R&B,Yes,Yes,80,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Never,8,7,2,6,1,18-24 years,,,,,,,,,
554,18,Spotify,1,No,No,No,K pop,No,Yes,100,Never,Never,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Never,5,1,4,0,1,18-24 years,,,,,,,,,
555,18,Apple Music,5,Yes,Yes,No,Latin,Yes,Yes,73,Very frequently,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Never,10,6,0,0,1,18-24 years,,,,,,,,,
556,18,Apple Music,2,Yes,No,No,R&B,Yes,No,80,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Never,7,5,5,5,1,18-24 years,,,,,,,,,
557,18,I do not use a streaming service.,1,Yes,No,No,Classical,No,No,120,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Rarely,Rarely,Rarely,Rarely,2,0,0,5,0,18-24 years,,,,,,,,,
558,18,I do not use a streaming service.,1,No,Yes,No,Classical,No,No,117,Very frequently,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Never,Never,Sometimes,Never,Rarely,Never,Rarely,7,0,0,0,0,18-24 years,,,,,,,,,
559,20,Spotify,6,Yes,No,No,R&B,Yes,Yes,89,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,4,1,1,0,1,18-24 years,,,,,,,,,
560,19,Spotify,3,Yes,No,No,Hip hop,Yes,No,115,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Rarely,3,8,0,2,1,18-24 years,,,,,,,,,
562,23,Spotify,4,Yes,No,No,Video game music,Yes,Yes,105,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,10,8,10,0,1,18-24 years,,,,,,,,,
563,18,YouTube Music,1,Yes,Yes,Yes,Pop,Yes,No,114,Never,Rarely,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7,1,1,1,1,18-24 years,,,,,,,,,
564,19,Spotify,2,Yes,Yes,No,Pop,Yes,Yes,145,Rarely,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,5,9,1,7,0,18-24 years,,,,,,,,,
565,20,Spotify,5,Yes,Yes,Yes,R&B,Yes,Yes,128,Very frequently,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,10,6,3,8,1,18-24 years,,,,,,,,,
572,21,Spotify,2,Yes,Yes,No,Metal,Yes,Yes,150,Never,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Rarely,3,7,0,0,1,18-24 years,,,,,,,,,
573,19,Spotify,4,Yes,Yes,No,Pop,Yes,No,149,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Never,9,1,0,9,1,18-24 years,,,,,,,,,
575,18,Spotify,3,Yes,No,No,Video game music,Yes,Yes,140,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Very frequently,6,5,3,1,0,18-24 years,,,,,,,,,
578,19,Spotify,5,Yes,No,No,Metal,Yes,Yes,210,Never,Never,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,8,6,7,0,1,18-24 years,,,,,,,,,
581,21,Spotify,4,Yes,Yes,Yes,Pop,No,No,97,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,4,6,3,4,1,18-24 years,,,,,,,,,
584,22,Spotify,3,Yes,No,No,Video game music,Yes,Yes,150,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Very frequently,10,10,6,8,1,18-24 years,,,,,,,,,
586,19,Spotify,5,Yes,Yes,No,Pop,Yes,Yes,163,Very frequently,Sometimes,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Very frequently,Rarely,Rarely,Sometimes,Rarely,10,8,1,0,1,18-24 years,,,,,,,,,
587,19,Spotify,4,Yes,No,No,Pop,Yes,Yes,140,Sometimes,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,8,6,2,0,1,18-24 years,,,,,,,,,
589,19,Spotify,6,Yes,No,No,Pop,Yes,Yes,78,Rarely,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,6,6,8,0,1,18-24 years,,,,,,,,,
593,21,I do not use a streaming service.,0.5,No,No,No,Pop,Yes,No,95,Never,Rarely,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,Very frequently,Sometimes,Sometimes,Very frequently,Never,6,2,2,0,1,18-24 years,,,,,,,,,
594,21,Spotify,2,Yes,No,No,R&B,Yes,Yes,147,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,7,6,4,6,1,18-24 years,,,,,,,,,
596,18,Spotify,1,Yes,Yes,No,Pop,Yes,Yes,160,Rarely,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Sometimes,Sometimes,3,2,2,5,1,18-24 years,,,,,,,,,
597,19,Other streaming service,6,Yes,No,Yes,Rap,Yes,No,120,Rarely,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,2,2,2,2,1,18-24 years,,,,,,,,,
598,19,Spotify,5,Yes,Yes,No,Classical,No,No,170,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,2,3,2,1,1,18-24 years,,,,,,,,,
